date	time	from	message	spam	debit	credit	otp	bill
May-21-2019	21:05	HPNETMED HPNETMED 	URGENT: Flat 20% OFF* on Meds + 100% NMS SuperCash | code: MAHI100. Pay through select e-wallets and earn up to 25% cashback. *T&C https://nms.care/may21_te  	1	0	0	0	0
May-01-2019	17:36	121 121 	Welcome to Singapore! You are connected on Airtel's International Roaming service. Opt for our Smartpacks & enjoy UNLIMITED Min free incoming calls  3 GB data and 250 mins of free local/calls to India & 100 SMS at just Rs.1499 for 10 days. To activate  call +919910099100 (International Tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay.  	1	0	0	0	0
May-18-2019	14:15	IMLALPAT IMLALPAT 	"Be Swasth, Be Fit  Opt for Swasthfit health packages from Dr Lal PathLabs starting Rs1399 (DNCR only)  Click http://bit.ly/2Ed5Yss  Call +911139885050  "	1	0	0	0	0
May-17-2019	12:28	VKMYAMEX VKMYAMEX 	A charge of INR 1.00 has been initiated on your American Express Card No. ***81003 at GOOGLE SERVICES on 17/05/2019 at 09:58AM IST.  	0	1	0	0	0
May-05-2019	14:32	ADCKSTRY ADCKSTRY 	CBSE Class 12th Board results are out & we'll make it sweeter for you! Send us your Report Card & get 20% OFF on your next order@ cakestory.in | bit.ly/Cs_insta  	1	0	0	0	0
May-25-2019	23:17	HPFABHTL HPFABHTL 	Flash Sale till Midnight! Get up to 60% + Extra 30% OFF on FabHotels. Code pre-applied. Click: http://ggl.lc/?e75229/GdaGIEIEad to Book now! Rooms filling fast!  	1	0	0	0	0
May-29-2019	12:56	AXURBNCP AXURBNCP 	On Popular Demand - UrbanClap launches Express Cleaning Services in Gurgaon!  Reliable cleaner at your doorstep in 3 hrs.  Check it out now! ubcp.in/mY0qg  	1	0	0	0	0
Apr-01-2019	20:34	HSBCSG HSBCSG 	"HSBCSG: 01APR Transfer from basic account SGD 1,050.00- to Farhan for rent  "	0	1	0	0	0
May-15-2019	21:42	AXHDFCBK AXHDFCBK 	"POCO F1 (128GB) at just Rs. 19,499!  Exclusively @ Flipkart Big Shopping Days using HDFC Bank Cards & EasyEMI. Valid till 19 May Buy NOW: resu.io/9WWN7HZME2Dc T&C  "	1	0	0	0	0
Apr-26-2019	22:09	IM001122 IM001122 	Be cool this summer! Enjoy up to 55% off with exclusive deals on Sodexo Delights. Hurry!   Bookmark http://bit.ly/2DBwtY0 for 100+ exciting offers every day.  	1	0	0	0	0
May-20-2019	17:31	BWSECURE BWSECURE 	"Don't wait for time to run out, protect your family. Life insurance of Rs. 1 CR starting at Rs. 490/month. For details, http://bit.ly/2LFKieF  "	1	0	0	0	0
May-08-2019	21:56	BRFBHTLS BRFBHTLS 	"#FabWednesdays Offer - Get Extra 30% OFF on FabHotels. Use code: STAY30. Visit: http://bit.ly/2vMVGuc to Book now! Hurry, offer valid till midnight. T&C Apply.  "	1	0	0	0	0
Apr-04-2019	21:51	ADHDFCBK ADHDFCBK 	Get Loan against your Mutual Funds instantly. Login with your HDFC Bank Customer ID and Mobile. Apply now: resu.io/7UFQ7HZME2R2 . Watch Demo: resu.io/2GYWSl  	1	0	0	0	0
Apr-10-2019	17:48	VKKOTAKM VKKOTAKM 	"Kotak 811 Savings Account with DBT linkage gives you up to 6%* interest p.a! Get 811 to get your DBT, http://mqml.co/1Or *T&C apply.  "	1	0	0	0	0
Apr-05-2019	4:12	121 121 	Important Info: (1) International roaming pack discounts are not applicable on premium/satellite calls/Maritime/Aero mobile (usage in aircraft)/Ship Cruise (2) Deactivate Call Diverts/Voice Mails on your Airtel Mobile by dialing ##002#    	1	0	0	0	0
Apr-06-2019	14:37	IMaYATRA IMaYATRA 	"Explore hues of Australia with tours starting @ Rs.178,990 including flight, stay, sightseeing, transfers. Call 18605003663 or click http://bit.ly/2FgnTjU T&C  "	1	0	0	0	0
Apr-01-2019	11:32	AXMYAMEX AXMYAMEX 	"Dear Cardmember,Your balance on American Express card ending in 81003 is 0.00 as of 30/03/2019  "	1	0	0	0	0
May-09-2019	18:54	121 121 	"Ebill dated 09-May-19 bill for your airtel mobile will be sent to neelesh110493@gmail.com shortly. Your ebill password (all lower case) is mtk2. To continue receiving ebills, SMS STOP PAPER <your email id> to 121 from your airtel mobile.  "	1	0	0	0	0
May-31-2019	20:30	AXCKSTRY AXCKSTRY 	"Hi NEELESH SHARMA ! You have 100 Points in your The Cake Story's wallet. Now, redeem up to Rs.100 on every online order at cakestory.in . Hurry, Redeem it NOW :)  On :Apr-24-2019  At: 18:34 From :+6590496928 +6590496928 :  Your OTP is 731890 for your M1 Wireless@SG account. This OTP will expire in 5 minutes.  "	1	0	0	0	0
May-20-2019	21:31	IMPZMONY IMPZMONY 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/egG7Wm to apply.  	1	0	0	0	0
Jun-07-2019	21:12	BRLALLAB BRLALLAB 	"Dr Lal PathLabs Weekend OFFER!   Thyroid, Lipid, Vit(D,B12,B9), Iron, LFT, KFT, CBC, HbA1c @ Rs4400  Only for Delhi-NCR on 8-9th June   Call 01139885050  "	1	0	0	0	0
Apr-09-2019	12:22	HSBCSG HSBCSG 	"HSBCSG: 09APR2019 12:22 Purchase at WHEAT BAUMKUCHEN NOODLE on *** 0044 for SGD7.80. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-19-2019	11:33	AXMYAMEX AXMYAMEX 	A charge of INR 1.00 has been initiated on your American Express Card No. ***81003 at GOOGLE SERVICES on 19/04/2019 at 09:03AM IST.  	0	1	0	0	0
May-08-2019	18:25	AXPROCES AXPROCES 	"Become a crorepati by investing Rs 5000 per month at 15% return annually & save tax up to Rs 46,800 *T&C  http://nmc.sg/elMmQp  "	1	0	0	0	0
Apr-30-2019	10:41	BTPRACTO BTPRACTO 	"Your Practo Plus invite awaits you. Enable Practo Plus, your 24x7 health companion, today. https://prac.to/plusupgrade To opt out, call 08061914394  "	1	0	0	0	0
Apr-18-2019	21:29	2901 2901 	"Welcome to Digi Best, the Best IDD with Free Internet Plan. Enjoy lowest IDD Rate with direct dial and get 1GB Internet when you spend RM1 on IDD in a day   "	1	0	0	0	0
Apr-12-2019	22:26	AXHDFCBN AXHDFCBN 	"SUPER DEAL:iPhoneXR@just Rs.53,900 Only on HDFC Bank Debit/Credit Card.  Rush to a store near you NOW! CashBack offers available with EASYEMI bit.ly/Xripho  "	1	0	0	0	0
Apr-05-2019	4:21	121 121 	"Roaming info: Now roam freely without fear of bill shocks. In case you have not subscribed for a roaming pack and your usage charges/day exceeds Rs.499, we will automatically activate UNLIMITED Min free incoming calls, 500 MB data, 100 mins of free local/calls to India & 100 SMS for that day without any extra cost. For details, call +919910099100 (International tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay. Special offer for Airtel customers. Get 25% instant discount on your International Hotel booking with MakeMyTrip. Use Code: IHAIRTEL and book at applinks.makemytrip.com/SMsf/c4W8jxoQVH T&C Apply - bit.ly/2hVm4f7  "	1	0	0	0	0
Apr-24-2019	21:19	HSBCSG HSBCSG 	"HSBCSG: 24APR2019 21:19 Purchase at NTUC FP-ORCHARD G.C. on *** 0044 for SGD21.10. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-16-2019	22:22	AXHDFCBN AXHDFCBN 	"SUPER DEAL:iPhoneXR@just Rs.53,900 Only on HDFC Bank Debit/Credit Card.  Rush to a store near you NOW! CashBack offers available with EASYEMI bit.ly/Xripho  "	1	0	0	0	0
May-04-2019	2:34	HSBCSG HSBCSG 	"HSBCSG: 04MAY2019 02:34 Purchase at GRAB *140998087-9-123 on *** 0044 for SGD6.00. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
May-11-2019	12:08	51466 51466 	"Dear Customer, Refund Amazon Pay Reference ID 6014852495503378 of value Rs.183.00 has been linked to your Amazon Pay balance. Thank You.   "	1	0	0	0	0
May-30-2019	17:33	AXPZAHUT AXPZAHUT 	Enjoy this Cricket Season with Pizza Hut's Tastiest Pan Pizzas. Now get 2 personal pan pizzas starting @ Rs 99 each. Walk-In/ Order @ PH99.in/e47hEf T&C  	1	0	0	0	0
May-22-2019	0:03	IMHDFCBK IMHDFCBK 	Ur transaction on HDFC Bank CREDIT Card ending 1018 for Rs. 2.00  has been credited/reversed by AY5SPT356 on 2019-05-21:20:39:14  	0	0	1	0	0
May-14-2019	18:06	HSBCSG HSBCSG 	HSBCSG: 14MAY Transfer from basic account SGD 1.64- to +6585964505  	0	1	0	0	0
May-24-2019	8:58	HSBCSG HSBCSG 	"HSBCSG: 24MAY2019 08:58 Purchase at GRAB *140998087-9-148 on *** 0044 for SGD10.50. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-26-2019	18:21	51466 51466 	"We could not deliver your order with Lotus Herbals Youthrx Anti-Ag... We will re-attempt on 27-Apr. If you were not contacted, tell us:http://amzn.in/d/bAhW4qE  "	1	0	0	0	0
Apr-29-2019	12:30	ADHDFCBN ADHDFCBN 	Congrats! You're pre-approved for a Personal Loan of Rs.5 lac |EMI @Rs2187/lac onwards. Get money in 10 sec. Click: www.gs.im/b/?mG4fv0OcvzvH6 | Call 9312874092 T&C  	1	0	0	0	0
Jun-03-2019	19:20	51466 51466 	Arriving Today: Jockey Men's Plain ... & 1 item will be delivered by AmzAgent(+911246811004 PIN 8062). Pay Rs.358 by Cash/Card. Track: http://amzn.in/d/ebrY7fJ  	1	0	0	0	0
Jun-05-2019	14:46	BZFAASOS BZFAASOS 	"Eid Mubarak! This Eid fill your mind with good thoughts and stomach with some exciting food. Order Meals,Wraps @50% OFF Code - OFF50 Order @bit.ly/WebFaasos  "	1	0	0	0	0
Jun-07-2019	18:06	ADHDFCBK ADHDFCBK 	"10% Instant CashBack on Superdry, FCUK, GAS & more handpicked brands! Shop @Ajio using HDFC Bank Cards till 16th June Check it out: resu.io/XCE57HZME2vn T&C  "	1	0	0	0	0
May-03-2019	22:03	BZBHROUZ BZBHROUZ 	"A Rendezvous with Royalty! Indulge in Royal Behrouz Biryanis such as Dum Gosht Biryani, Murgh Makhani Biryani & more Rs.75 OFF* Code -BB75 Order@ bit.ly/2L1OlRX  "	1	0	0	0	0
Apr-06-2019	19:23	HSBCSG HSBCSG 	FROM HSBCSG: YOUR ONE-TIME PASSWORD FOR PAYNOW REGISTRATION WITH ID#750 IS 249654. IT WILL EXPIRE IN 2 MINUTES. PLEASE DO NOT USE FOR OTHER PURPOSES.  	0	0	0	1	0
May-28-2019	21:01	HPFABHTL HPFABHTL 	"Extra Rs.1000 credited to your FabHotels account for 2 Fab stays. 500+ FabHotels in 50+ Cities. Hurry, Expires soon. Click http://t1x.in/5AB48LgBdbKB7z to Book!  "	1	0	0	0	0
May-26-2019	1:53	IXAraSpP IXAraSpP 	PayPal: Your security code is: 155158. Your code expires in 10 minutes. Please don't reply.  On :May-27-2019  At: 15:08 From :+919327912391 +919327912391 :  Hey!  Play Rummy And Win Cash  Get Rs.2000/-Welcome Bonus.FREE Registration   Start Playing Now: http://vl.gl/s/5ec62ff203  	0	0	0	1	0
Jun-08-2019	17:00	AXHDFCBK AXHDFCBK 	"Dear Customer, Rs.4,572.00 is debited from A/c XXXX2392 for BillPay/Credit Card payment via HDFC Bank NetBanking. Call 18002586161 if txn not done by you  "	0	1	0	0	0
Jun-04-2019	20:46	AXHDFCBN AXHDFCBN 	Plan your next travel with Qatar Airways!  Enjoy 10% discount on flight booking with your HDFC Credit Card Code: QRHDFC01  Read: resu.io/ZHWR7HZME283 T&C  	1	0	0	0	0
Apr-03-2019	12:52	ADMETROS ADMETROS 	Celebrate Gudi Padwa with a new pair of Metro Shoes! Get instant FREE SHOPPING of Rs.300 on bill of Rs.2990 . Shop for Rs.4990 & get Rs.600 worth FREE SHOPPING. Shop for Rs.7990 & above to get FREE SHOPPING of Rs. 1000. Offer valid from 3-7 Apr'19. Offer valid at Mumbai & Maharashtra Stores only. T&C  	1	0	0	0	0
May-01-2019	22:00	AXAMEXXX AXAMEXXX 	"Congratulations! You are eligible for a first year free American Express Platinum Travel Credit Card as a companion to your existing Jet Airways American Express Platinum Credit Card. To apply, please visit https://amex.co/JetCompTr . Please visit, https://amex.co/travelbenefits to see the benefits of the Card. Please note that your Card will be delivered within 7 business days post the receipt of your application.  "	1	0	0	0	0
Jun-01-2019	22:30	AXHDFCBN AXHDFCBN 	Spend. Score. FLY! Transact using your HDFC Bank Credit Card & be the winner of 'Spend Karo England Chalo' Check how to score more NOW: resu.io/CBFP7HZME2kY  T&C  	1	0	0	0	0
Apr-06-2019	19:25	HSBCSG HSBCSG 	HSBCSG: 08APR Transfer/Payment to basic account SGD 500.00+  	0	0	1	0	0
May-15-2019	18:42	HSBCSG HSBCSG 	"HSBCSG: 15MAY2019 18:42 Purchase at FU XIANG KITCHEN on *** 0044 for SGD7.00. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
May-13-2019	12:10	HSBCRetail HSBCRetail 	"<ADV> Earn up to 6% p.a. bonus interest when you save, convert and spend with HSBC Everyday Global Account. Valid till 30 Jun 2019. Insured up to S$75K by SDIC. T&Cs apply. Visit hsbc.com.sg/savings for details. Unsub <UN> to 74722  "	1	0	0	0	0
May-08-2019	19:22	ADHLTCHK ADHLTCHK 	Get a head turning summer glow with dual benefits of Natural Vibes Tea Tree Face Wash+Serum.80% Lybrate Cashback on bookings today.To Book Miss call@ 7208053738  	1	0	0	0	0
May-03-2019	14:08	HSBCSG HSBCSG 	"HSBCSG: 03MAY2019 14:08 Purchase at GRAB *140998087-9-122 on *** 0044 for SGD19.26. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-19-2019	13:31	HPONESTA HPONESTA 	"True All-Rounder! Get A Pizza, Dessert & Drink Combo Worth Rs. 259/- Only @199/- at Onesta! Use Code MDC3X68DF ! Offer Valid Only till 21st Apr19! TnC Apply  "	1	0	0	0	0
Jun-05-2019	18:20	51466 51466 	"Arriving Today: Lotus Herbals Lip Balm, Stra... will be delivered by AmzAgent(+911246811004 PIN 7271). Pay Rs.116 by Cash/Card. Track: http://amzn.in/d/aWm7tSc  "	1	0	0	0	0
Apr-28-2019	17:27	IMSAVEMY IMSAVEMY 	"Don't wait for time to run out, protect your family. Life insurance of Rs. 1 cr starting at Rs. 563/month http://nmc.sg/dPzbhn  "	1	0	0	0	0
Jun-03-2019	14:00	GRAB GRAB 	GrabPlatform: You are invited to Project-GrabFresh TOPS TH.  	1	0	0	0	0
Apr-06-2019	12:55	HSBCSG HSBCSG 	"HSBCSG: 06APR2019 12:54 Purchase at GRAB *1409980872002702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-25-2019	12:19	AWAIRBIL AWAIRBIL 	"Bill of Rs 530, dated 09-APR-19 for Airtel No. 7417959514 is due on 27-APR-19. Pay ontime to avoid late fee. To pay via app using cards/netbanking/Airtel payments bank, click http://www.airtel.in/5/coll or visit an Airtel Store. Ignore if paid.  "	0	0	0	0	1
Jun-04-2019	18:01	51466 51466 	"Arriving Today: Lotus Herbals Lip Balm, Stra... will be delivered by AmzAgent(+911246811004 PIN 2748). Pay Rs.116 by Cash/Card. Track: http://amzn.in/d/gZF8Fe4  "	1	0	0	0	0
Apr-29-2019	20:56	HPvpaytm HPvpaytm 	"BlockBUSter Sale is on! Book bus tickets & win flight vouchers worth Rs. 50 Lakh. Also, get gift vouchers of Rs. 5500. Book Now - http://m.p-y.tm/bu5 T&C Apply.  "	1	0	0	0	0
May-19-2019	14:50	IMHDFCBN IMHDFCBN 	25th Birthday Special: 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card  1018  Know more:  resu.io/USRY7HZME29n T&C  	1	0	0	0	0
Apr-04-2019	13:30	ADARWINF ADARWINF 	"Dear Customer, now travel abroad without fear of bill shocks! For more details on Airtel's New International Roaming packs, click www.airtel.in/IR  "	1	0	0	0	0
May-18-2019	16:45	IMPZAHUT IMPZAHUT 	Weekend cravings! Order Pizza Hut's Tastiest Pan Pizzas. Now get 2 personal pizzas starting @ Rs 99 each. Walk In/Order @ PH99.in/hxTMoR T&C  	1	0	0	0	0
Jun-05-2019	11:52	ADSPARHM ADSPARHM 	"SPAR Farmer's Market! One Click Many Offers! Click http://bit.ly/2wCeY6e to view offers on Veggies, Fruits & more. Also, shop on sparindia.com.Valid today. T&C  "	1	0	0	0	0
May-22-2019	1:41	10086 10086 	ÒÇÉµÁüÚçÅµÅÉÚåÆÒÇæµê¬Þç│19Õ╣┤05µ£ê22µùÑ01µùÂ40Õêå´╝îµé¿þÜäµÁüÚçÅÞ┤╣þö¿ÕÀ▓Þ¥¥5ÕàâÒÇéµÄ¿ÞìÉµé¿ÕÅæÚÇüCXCKTCLLÞç│10086µƒÑÞ»óÕ¢ôÕëìµÁüÚçÅõ¢┐þö¿µâàÕåÁÒÇéÒÇÉõ©¡Õø¢þº╗Õè¿ÒÇæ  	1	0	0	0	0
May-06-2019	23:01	ADPAYZAP ADPAYZAP 	"Redeem your Rs.3,000* CashBack! Transact using PayZapp on Bill Payments, BookMyShow, BigBasket & more. Claim your CashBack now: resu.io/FJV77HZME2z80 *T&C  "	1	0	0	0	0
May-19-2019	12:28	IMHDFCBN IMHDFCBN 	25th Birthday Special: 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card  1018  Know more:  resu.io/USRY7HZME29n T&C  	1	0	0	0	0
May-06-2019	20:35	BTHDFCSC BTHDFCSC 	Your MF SIP in DSP MIDCAP FUND - REGULAR PLAN is due for debit On 07-MAY-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  	0	0	0	0	1
Apr-09-2019	23:04	AXGoibib AXGoibib 	"Reminder: Keep the app open when KKR plays @ 8pm Today to earn Unlimited Travel Cash. Also, get a surprise bonus when you join. go.ibi.bo/OXAnWYRZwV  "	1	0	0	0	0
May-04-2019	21:06	ADHDFCBN ADHDFCBN 	Amazon Summer Sale is LIVE! Earn 10X Reward Points using your Credit Card exclusively via SmartBuy. Hurry! Sale ends on 7th May resu.io/X3GR7HZME2ir T&C  	1	0	0	0	0
Apr-22-2019	18:21	HSBCSG HSBCSG 	"HSBCSG: 22APR2019 18:21 Purchase at GRAB *1409980872002702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Jun-01-2019	15:47	AXURBNCP AXURBNCP 	Maid cancelled on the Weekend? We've got your back! Get Maid Cleaning Services for a spick & span home. Starting at Rs. 399/- Book now! ubcp.in/mY0qg  On :May-29-2019  At: 18:59 From :+919327947477 +919327947477 :  Check your credit score for free now. Banks check it before approving a loan. Are you 780?   http://v3n.in/ZWPPKLHYLPHZ  	1	0	0	0	0
May-02-2019	20:38	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 20:38 Purchase at 049-ST20 (RASAPURA) on *** 0044 for SGD7.00. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
May-01-2019	15:43	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 15:43 Purchase at GRAB *GRABFOOD on *** 0044 for SGD3.75. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-26-2019	18:21	51466 51466 	"We could not deliver your order with Bio-Oil Specialist Skin Care ... We will re-attempt on 27-Apr. If you were not contacted, tell us:http://amzn.in/d/66XZsAO  "	1	0	0	0	0
May-18-2019	18:03	VK075188 VK075188 	[DiDi]361752 is your Verification Code. This code will expire in 5 minutes. Please do not disclose it for security purpose.  	0	0	0	1	0
May-01-2019	23:00	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 23:00 NETS Purchase at TRANSIT LINK PTE LTD  CG from 175-033***-492 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "	0	1	0	0	0
Apr-15-2019	10:58	AXFMJEAN AXFMJEAN 	"Hi Mile-High-Club Member, your 49.069 points will lapse on 30-Apr-2019. Shop Flying Machine Cool Fashion & redeem your points before they are gone. Cya Soon! T&C  "	1	0	0	0	0
Apr-05-2019	12:05	VKSBIINB VKSBIINB 	"OTP for Quick Transfer of Rs. 10000 from your A/c ending 6077 to Neelesh Sharma A/c, ending 2392 is 82068215. Do not share with anyone. Download YONO @ www.yonosbi.com.  "	0	0	0	1	0
Jun-05-2019	10:33	51466 51466 	"We could not deliver your order with Lotus Herbals Lip Balm, Straw... We will re-attempt on 05-Jun. If you were not contacted, tell us:http://amzn.in/d/6JczcdQ  "					
May-01-2019	22:04	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 22:04 Cash at HSBC/CHANGI T1 from 175-033***-492 for SGD200.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-04-2019	18:35	AXPBKISN AXPBKISN 	Rs.1000 & 2 mins to try Mutual Funds.See your money grow with Paisabazaar. Mutual Funds Sahi Hai http://nmc.sg/eAwZ64  					
May-13-2019	15:43	GRAB GRAB 	GrabPlatform: You are invited to Project-GrabVentures Testing 2.  					
May-09-2019	17:41	51466 51466 	Pay Rs 504.00 for your incoming Amazon order Dr More... Click to Pay: http://amzn.in/egA9f8u   					
Apr-08-2019	13:55	MMELECTN MMELECTN 	2019 Election Poll Most of the Opinion Poll r biased. Please take this 1-minute poll and c the results instantly. Do fwd to your contacts http://bit.ly/2CYaNoI  					
Apr-22-2019	11:30	IMMYAMEX IMMYAMEX 	"Dear Cardmember,Your balance on American Express card ending in 81003 is 0.00 as of 20/04/2019  "					
Apr-04-2019	13:15	HSBCSG HSBCSG 	"HSBCSG: 04APR2019 13:15 Purchase at WHEAT BAUMKUCHEN NOODLE on *** 0044 for SGD18.70. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-16-2019	20:24	AX040001 AX040001 	Summer is here! Don't miss out on coolest offers exclusive with Sodexo.  Enjoy up to 60% OFF on brands you love. HURRY! Shop now http://bit.ly/2IyMfGA  					
Apr-07-2019	11:35	AD650016 AD650016 	Say Hello to extra savings with Airtel today! Add a family member to your postpaid plan for only Rs.199 & save 25%.T&C apply. www.airtel.in/5/create-family  					
May-06-2019	9:36	ADSBIUPI ADSBIUPI 	"Dear SBI UPI User, your account is debited INR 10000.0 on Date 2019-05-06 07:06:51 AM by UPI Ref No 912607613835.Download YONO @ www.yonosbi.com  "					
May-09-2019	21:48	ADCBSSBI ADCBSSBI 	"Your A/C XXXXX976077 Credited INR 20,000.00 on 09/05/19 -Deposit of Cash at S5NA000733622 CDM. Avl Balance INR 28,076.71  On :May-10-2019  At: 20:21 From :+917827909304 +917827909304 :  #Play Rummy Online   Get Rs.2000/- Welcome Bonus.FREE Registration   Start Playing Now: http://vl.gl/s/d8f89e91a7  "					
Apr-24-2019	18:32	HSBCSG HSBCSG 	"HSBCSG: 24APR2019 18:32 NETS Purchase at CHEF ICON NATURE BAK  KA from 175-033***-492 for SGD14.30. For assistance, call us at 18004722669 or +6564722669.  "					
May-15-2019	22:51	IMSCHEME IMSCHEME 	Open Zero Balance A/c for DBT with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click   http://nmc.sg/eCsWVF to avail this offer. *T&C  					
